,player_id,name,team_id,team_name,sub_position,foot,height_in_cm,opponent_team_name,opponent_team,total_points,was_home,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
267,268.0,Tom Cairney,10.0,Fulham,Central Midfield,left,185.0,Everton,9.0,1.0,False,0.0,1.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4,12.4,3.0,1.6,1.0,0.04,0.08,0.12,2.13
269,270.0,Bobby De Cordova-Reid,10.0,Fulham,Attacking Midfield,right,170.0,Everton,9.0,6.0,False,0.0,1.0,1.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,37.8,1.5,46.0,8.5,0.0,1.12,0.01,1.13,0.60
274,275.0,Bernd Leno,10.0,Fulham,Goalkeeper,right,190.0,Everton,9.0,12.0,False,0.0,1.0,1.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,46.0,75.0,0.0,0.0,7.5,1.0,0.00,0.00,0.00,2.73
278,279.0,Rodrigo Muniz Carvalho,10.0,Fulham,Centre-Forward,right,186.0,Everton,9.0,0.0,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
279,280.0,João Palhinha Gonçalves,10.0,Fulham,Defensive Midfield,right,190.0,Everton,9.0,0.0,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
282,283.0,Antonee Robinson,10.0,Fulham,Left-Back,left,183.0,Everton,9.0,6.0,False,0.0,1.0,1.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,21.2,2.8,6.0,3.0,1.0,0.00,0.01,0.01,2.73
285,286.0,Tosin Adarabioyo,10.0,Fulham,Centre-Back,right,196.0,Everton,9.0,0.0,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
287,288.0,Harry Wilson,10.0,Fulham,Right Winger,left,173.0,Everton,9.0,3.0,False,0.0,1.0,1.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.8,32.9,5.0,4.9,1.0,0.07,0.20,0.27,2.73
557,558.0,Raúl Jiménez,10.0,Fulham,Centre-Forward,right,187.0,Everton,9.0,1.0,False,0.0,1.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,1.8,6.0,0.6,1.0,0.07,0.02,0.09,2.13
590,591.0,Willian Borges da Silva,10.0,Fulham,Left Winger,right,175.0,Everton,9.0,0.0,False,0.0,1.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,13.2,0.0,1.6,1.0,0.00,0.04,0.04,2.13
289,290.0,Trent Alexander-Arnold,11.0,Liverpool,Right-Back,right,180.0,Chelsea,7.0,1.0,False,1.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,13.6,9.1,0.0,2.3,1.0,0.00,0.02,0.02,1.28
290,291.0,Alisson Ramses Becker,11.0,Liverpool,Goalkeeper,right,193.0,Chelsea,7.0,3.0,False,1.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,16.0,26.2,0.0,0.0,2.6,1.0,0.00,0.00,0.00,1.28
292,293.0,Darwin Núñez Ribeiro,11.0,Liverpool,Centre-Forward,right,187.0,Chelsea,7.0,1.0,False,1.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.2,1.3,8.0,1.2,0.0,0.04,0.02,0.06,0.24
293,294.0,Diogo Teixeira da Silva,11.0,Liverpool,Left Winger,right,178.0,Chelsea,7.0,1.0,False,1.0,1.0,1.0,65.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.2,12.9,10.0,2.6,1.0,0.07,0.01,0.08,1.04
296,297.0,Cody Gakpo,11.0,Liverpool,Left Winger,right,193.0,Chelsea,7.0,2.0,False,1.0,1.0,1.0,65.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,10.9,2.0,2.1,1.0,0.00,0.05,0.05,1.04
297,298.0,Joe Gomez,11.0,Liverpool,Centre-Back,right,188.0,Chelsea,7.0,0.0,False,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
301,302.0,Ibrahima Konaté,11.0,Liverpool,Centre-Back,right,194.0,Chelsea,7.0,2.0,False,1.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,24.4,0.6,2.0,2.7,1.0,0.00,0.00,0.00,1.28
302,303.0,Luis Díaz,11.0,Liverpool,Left Winger,right,180.0,Chelsea,7.0,8.0,False,1.0,1.0,1.0,76.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,35.0,14.8,33.0,8.3,1.0,0.83,0.04,0.87,1.28
303,304.0,Alexis Mac Allister,11.0,Liverpool,Central Midfield,right,176.0,Chelsea,7.0,1.0,False,1.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,13.6,13.5,0.0,2.7,1.0,0.00,0.22,0.22,1.28
307,308.0,Mohamed Salah,11.0,Liverpool,Right Winger,left,175.0,Chelsea,7.0,5.0,False,1.0,1.0,1.0,76.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.6,20.2,12.0,4.9,1.0,0.28,0.31,0.59,1.28
308,309.0,Dominik Szoboszlai,11.0,Liverpool,Central Midfield,right,187.0,Chelsea,7.0,2.0,False,1.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.6,37.5,10.0,5.7,1.0,0.02,0.10,0.12,1.28
312,313.0,Virgil van Dijk,11.0,Liverpool,Centre-Back,right,193.0,Chelsea,7.0,2.0,False,1.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,20.0,0.5,3.0,2.4,1.0,0.03,0.02,0.05,1.28
320,321.0,Alfie Doughty,12.0,Luton,Left Midfield,left,183.0,Brighton,5.0,0.0,False,4.0,1.0,1.0,26.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.3,0.0,0.1,0.0,0.00,0.02,0.02,2.55
325,326.0,Carlton Morris,12.0,Luton,Centre-Forward,right,185.0,Brighton,5.0,8.0,False,4.0,1.0,1.0,90.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,37.8,3.3,50.0,9.1,1.0,1.05,0.09,1.14,4.10
327,328.0,Chiedozie Ogbene,12.0,Luton,Right Winger,right,181.0,Brighton,5.0,1.0,False,4.0,1.0,1.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.4,0.3,4.0,0.5,0.0,0.00,0.00,0.00,1.76
628,630.0,Ross Barkley,12.0,Luton,Central Midfield,right,189.0,Brighton,5.0,0.0,False,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
340,341.0,Manuel Akanji,13.0,City,Centre-Back,right,188.0,Burnley,6.0,6.0,False,0.0,3.0,1.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,1.3,0.0,2.3,1.0,0.00,0.01,0.01,0.30
341,342.0,Nathan Aké,13.0,City,Centre-Back,left,180.0,Burnley,6.0,7.0,False,0.0,3.0,1.0,78.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,14.2,1.9,10.0,2.6,1.0,0.31,0.01,0.32,0.23
342,343.0,Julián Álvarez,13.0,City,Second Striker,right,170.0,Burnley,6.0,5.0,False,0.0,3.0,1.0,90.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,30.6,84.8,28.0,14.3,1.0,0.39,0.37,0.76,0.30
343,344.0,Bernardo Veiga de Carvalho e Silva,13.0,City,Attacking Midfield,left,173.0,Burnley,6.0,3.0,False,0.0,3.0,1.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.2,8.6,0.0,1.1,1.0,0.00,0.03,0.03,0.30
349,350.0,Rúben Gato Alves Dias,13.0,City,Centre-Back,right,187.0,Burnley,6.0,0.0,False,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
351,352.0,Ederson Santana de Moraes,13.0,City,Goalkeeper,left,188.0,Burnley,6.0,6.0,False,0.0,3.0,1.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,18.4,0.0,0.0,1.8,1.0,0.00,0.01,0.01,0.30
352,353.0,Phil Foden,13.0,City,Right Winger,left,171.0,Burnley,6.0,3.0,False,0.0,3.0,1.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,32.8,32.0,7.4,1.0,0.27,0.11,0.38,0.30
354,355.0,Erling Haaland,13.0,City,Centre-Forward,left,195.0,Burnley,6.0,13.0,False,0.0,3.0,1.0,79.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,56.0,67.6,23.7,48.0,13.9,1.0,0.60,0.05,0.65,0.23
364,365.0,Rodrigo Hernandez,13.0,City,Defensive Midfield,right,191.0,Burnley,6.0,13.0,False,0.0,3.0,1.0,90.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,42.0,70.2,18.8,64.0,15.3,1.0,0.50,0.17,0.67,0.30
368,369.0,Kyle Walker,13.0,City,Right-Back,right,178.0,Burnley,6.0,6.0,False,0.0,3.0,1.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3.6,14.5,2.0,2.0,1.0,0.00,0.04,0.04,0.30
372,373.0,Bruno Borges Fernandes,14.0,Man Utd,Attacking Midfield,right,179.0,Wolves,20.0,3.0,True,1.0,0.0,1.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,29.8,42.6,6.0,7.8,1.0,0.03,0.73,0.76,2.27
376,377.0,Diogo Dalot Teixeira,14.0,Man Utd,Right-Back,right,183.0,Wolves,20.0,0.0,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
381,382.0,Alejandro Garnacho,14.0,Man Utd,Left Winger,right,180.0,Wolves,20.0,3.0,True,1.0,0.0,1.0,67.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.8,14.0,1.5,1.0,0.12,0.04,0.16,1.19
385,386.0,Victor Lindelöf,14.0,Man Utd,Centre-Back,right,187.0,Wolves,20.0,1.0,True,1.0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.1,2.0,0.5,0.0,0.00,0.00,0.00,2.03
386,387.0,Harry Maguire,14.0,Man Utd,Centre-Back,right,194.0,Wolves,20.0,0.0,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
391,392.0,Scott McTominay,14.0,Man Utd,Defensive Midfield,right,191.0,Wolves,20.0,1.0,True,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.4,0.2,0.0,0.8,0.0,0.00,0.00,0.00,0.46
395,396.0,Marcus Rashford,14.0,Man Utd,Left Winger,right,185.0,Wolves,20.0,3.0,True,1.0,0.0,1.0,87.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.6,12.0,44.0,6.4,1.0,0.30,0.02,0.32,1.81
596,597.0,André Onana,14.0,Man Utd,Goalkeeper,right,190.0,Wolves,20.0,9.0,True,1.0,0.0,1.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,32.0,48.2,0.0,0.0,4.8,1.0,0.00,0.00,0.00,2.27
615,617.0,Rasmus Højlund,14.0,Man Utd,Centre-Forward,left,191.0,Wolves,20.0,0.0,True,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
401,402.0,Miguel Almirón Rejala,15.0,Newcastle,Right Winger,left,174.0,Villa,2.0,2.0,True,5.0,1.0,1.0,85.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,13.6,23.5,13.0,5.0,1.0,0.07,0.07,0.14,1.58
404,405.0,Sven Botman,15.0,Newcastle,Centre-Back,left,195.0,Villa,2.0,5.0,True,5.0,1.0,1.0,90.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,27.0,35.4,11.8,8.0,5.5,1.0,0.07,0.25,0.32,1.90
405,406.0,Bruno Guimarães Rodriguez Moura,15.0,Newcastle,Defensive Midfield,right,182.0,Villa,2.0,1.0,True,5.0,1.0,1.0,84.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,11.4,2.3,16.0,3.0,1.0,0.09,0.03,0.12,1.58
406,407.0,Dan Burn,15.0,Newcastle,Left-Back,left,201.0,Villa,2.0,2.0,True,5.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,21.4,1.3,9.0,3.2,1.0,0.16,0.01,0.17,1.90
411,412.0,Anthony Gordon,15.0,Newcastle,Left Winger,right,182.0,Villa,2.0,4.0,True,5.0,1.0,1.0,67.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,21.8,29.5,5.0,5.6,1.0,0.07,0.36,0.43,1.50
414,415.0,Alexander Isak,15.0,Newcastle,Centre-Forward,right,192.0,Villa,2.0,13.0,True,5.0,1.0,1.0,67.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,51.0,68.4,2.7,61.0,13.2,1.0,0.76,0.02,0.78,1.50
420,421.0,Sean Longstaff,15.0,Newcastle,Central Midfield,right,187.0,Villa,2.0,1.0,True,5.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.32
423,424.0,Nick Pope,15.0,Newcastle,Goalkeeper,right,198.0,Villa,2.0,3.0,True,5.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,18.0,33.8,0.0,0.0,3.4,1.0,0.00,0.00,0.00,1.90
426,427.0,Fabian Schär,15.0,Newcastle,Centre-Back,right,186.0,Villa,2.0,2.0,True,5.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.2,3.7,0.0,1.7,1.0,0.00,0.00,0.00,1.90
429,430.0,Kieran Trippier,15.0,Newcastle,Right-Back,right,173.0,Villa,2.0,2.0,True,5.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,17.0,55.8,2.0,7.5,1.0,0.00,0.26,0.26,1.90
432,433.0,Callum Wilson,15.0,Newcastle,Centre-Forward,right,180.0,Villa,2.0,5.0,True,5.0,1.0,1.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,42.0,0.3,64.0,10.6,0.0,0.91,0.00,0.91,0.40
204,205.0,Callum Hudson-Odoi,16.0,Forest,Left Winger,right,178.0,Liverpool,11.0,0.0,True,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
377,378.0,Anthony Elanga,16.0,Forest,Left Winger,right,178.0,Arsenal,1.0,4.0,False,2.0,1.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.2,20.5,2.0,4.2,0.0,0.00,0.61,0.61,0.40
436,437.0,Taiwo Awoniyi,16.0,Forest,Centre-Forward,right,183.0,Arsenal,1.0,7.0,False,2.0,1.0,1.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,33.2,0.1,35.0,6.8,0.0,0.57,0.00,0.57,0.46
446,447.0,Morgan Gibbs-White,16.0,Forest,Attacking Midfield,right,178.0,Arsenal,1.0,2.0,False,2.0,1.0,1.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.2,17.8,6.0,3.2,1.0,0.07,0.21,0.28,0.83
467,468.0,Chris Wood,16.0,Forest,Centre-Forward,right,191.0,Arsenal,1.0,1.0,False,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.08
32,33.0,Cameron Archer,17.0,Sheffield,Centre-Forward,right,175.0,Newcastle,15.0,0.0,False,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
359,360.0,James McAtee,17.0,Sheffield,Central Midfield,left,180.0,Burnley,6.0,1.0,False,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
481,482.0,Wes Foderingham,17.0,Sheffield,Goalkeeper,left,185.0,Palace,8.0,4.0,True,0.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,22.0,49.8,0.0,0.0,5.0,1.0,0.00,0.00,0.00,2.01
449,450.0,Brennan Johnson,18.0,Spurs,Right Winger,right,186.0,Arsenal,1.0,2.0,False,2.0,1.0,1.0,79.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,6.0,0.5,1.0,0.28,0.00,0.28,0.43
500,501.0,Dejan Kulusevski,18.0,Spurs,Right Winger,left,186.0,Brentford,4.0,2.0,False,2.0,2.0,1.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,19.8,19.0,4.9,1.0,0.04,0.36,0.40,2.02
503,504.0,James Maddison,18.0,Spurs,Attacking Midfield,right,175.0,Brentford,4.0,9.0,False,2.0,2.0,1.0,90.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,31.0,49.2,82.9,21.0,15.3,1.0,0.07,0.94,1.01,2.02
505,506.0,Pedro Porro,18.0,Spurs,Right-Back,right,173.0,Brentford,4.0,0.0,False,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
508,509.0,Richarlison de Andrade,18.0,Spurs,Centre-Forward,right,184.0,Brentford,4.0,2.0,False,2.0,2.0,1.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.4,13.5,32.0,5.4,1.0,0.21,0.01,0.22,2.02
510,511.0,Cristian Romero,18.0,Spurs,Centre-Back,right,185.0,Brentford,4.0,7.0,False,2.0,2.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,34.0,0.3,33.0,6.7,1.0,0.51,0.01,0.52,0.00
512,513.0,Pape Matar Sarr,18.0,Spurs,Central Midfield,right,184.0,Brentford,4.0,1.0,False,2.0,2.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.8,1.9,17.0,3.0,0.0,0.12,0.01,0.13,0.30
515,516.0,Son Heung-min,18.0,Spurs,Left Winger,both,184.0,Brentford,4.0,2.0,False,2.0,2.0,1.0,74.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.8,31.0,3.7,1.0,0.08,0.05,0.13,1.72
518,519.0,Destiny Udogie,18.0,Spurs,Left-Back,left,188.0,Brentford,4.0,1.0,False,2.0,2.0,1.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.8,17.3,2.0,3.5,1.0,0.00,0.04,0.04,2.02
519,520.0,Guglielmo Vicario,18.0,Spurs,Goalkeeper,right,194.0,Brentford,4.0,1.0,False,2.0,2.0,1.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,15.0,36.0,0.0,0.0,3.6,1.0,0.00,0.00,0.00,2.02
637,639.0,Micky van de Ven,18.0,Spurs,Centre-Back,left,193.0,Brentford,4.0,1.0,False,2.0,2.0,1.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,13.2,4.2,8.0,2.5,1.0,0.04,0.03,0.07,2.02
522,523.0,Michail Antonio,19.0,West Ham,Centre-Forward,right,180.0,Bournemouth,3.0,1.0,False,1.0,1.0,1.0,77.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,8.6,0.8,2.0,1.1,1.0,0.00,0.01,0.01,0.43
523,524.0,Alphonse Areola,19.0,West Ham,Goalkeeper,right,195.0,Bournemouth,3.0,3.0,False,1.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,16.0,21.2,0.0,0.0,2.1,1.0,0.00,0.00,0.00,1.37
525,526.0,Jarrod Bowen,19.0,West Ham,Right Winger,left,175.0,Bournemouth,3.0,9.0,False,1.0,1.0,1.0,90.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,29.0,40.8,43.5,33.0,11.7,1.0,0.22,0.35,0.57,1.37
527,528.0,Vladimír Coufal,19.0,West Ham,Right-Back,right,174.0,Bournemouth,3.0,2.0,False,1.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,19.8,24.2,0.0,4.4,1.0,0.00,0.16,0.16,1.37
531,532.0,Emerson Palmieri dos Santos,19.0,West Ham,Left-Back,left,176.0,Bournemouth,3.0,1.0,False,1.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,20.4,26.0,4.0,5.0,1.0,0.00,0.25,0.25,1.37
541,542.0,Tomáš Souček,19.0,West Ham,Defensive Midfield,right,192.0,Bournemouth,3.0,7.0,False,1.0,1.0,1.0,90.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,32.8,11.0,16.0,6.0,1.0,0.37,0.01,0.38,1.37
543,544.0,Kurt Zouma,19.0,West Ham,Centre-Back,right,190.0,Bournemouth,3.0,2.0,False,1.0,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,19.4,0.0,0.0,1.9,1.0,0.00,0.00,0.00,1.37
640,642.0,Edson Álvarez Velázquez,19.0,West Ham,Defensive Midfield,right,190.0,Bournemouth,3.0,0.0,False,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00
544,545.0,Rayan Aït-Nouri,20.0,Wolves,Left-Back,left,180.0,Man Utd,14.0,1.0,False,1.0,0.0,1.0,76.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,21.6,11.1,0.0,3.3,1.0,0.00,0.01,0.01,1.18
550,551.0,Craig Dawson,20.0,Wolves,Centre-Back,right,188.0,Man Utd,14.0,2.0,False,1.0,0.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,27.0,11.3,19.0,5.7,1.0,0.06,0.08,0.14,1.46
556,557.0,Hwang Hee-chan,20.0,Wolves,Centre-Forward,right,177.0,Man Utd,14.0,1.0,False,1.0,0.0,1.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.5,26.0,3.1,0.0,0.34,0.35,0.69,0.72
558,559.0,João Victor Gomes da Silva,20.0,Wolves,Central Midfield,right,176.0,Man Utd,14.0,2.0,False,1.0,0.0,1.0,87.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.6,23.1,13.0,5.3,1.0,0.01,0.03,0.04,1.46
562,563.0,Max Kilman,20.0,Wolves,Centre-Back,left,194.0,Man Utd,14.0,2.0,False,1.0,0.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,34.6,10.8,21.0,6.6,1.0,0.03,0.03,0.06,1.46
564,565.0,Mario Lemina,20.0,Wolves,Defensive Midfield,right,184.0,Man Utd,14.0,1.0,False,1.0,0.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,10.2,3.3,9.0,2.3,1.0,0.10,0.01,0.11,1.46
566,567.0,Pedro Lomba Neto,20.0,Wolves,Right Winger,left,172.0,Man Utd,14.0,1.0,False,1.0,0.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,20.0,65.4,46.0,13.1,1.0,0.79,0.35,1.14,1.46
