player_id,name,team_id,team_name,sub_position,foot,height_in_cm
603,Harvey Barnes,15,Newcastle,Left Winger,right,182
633,Tino Livramento,15,Newcastle,Right-Back,right,182
634,Alex Murphy,15,Newcastle,,,
635,Lewis Miley,15,Newcastle,Central Midfield,right,189
23,Nuno Varela Tavares,16,Forest,,,
28,Matt Turner,16,Forest,Goalkeeper,right,191
186,Andrey Nascimento dos Santos,16,Forest,,,
205,Callum Hudson-Odoi,16,Forest,Left Winger,right,178
378,Anthony Elanga,16,Forest,Left Winger,right,178
434,Brandon Aguilera Zamora,16,Forest,,,
435,Harry Arter,16,Forest,Central Midfield,left,177
436,Serge Aurier,16,Forest,,,
437,Taiwo Awoniyi,16,Forest,Centre-Forward,right,183
438,Giulian Biancone,16,Forest,,,
439,Willy Boly,16,Forest,Centre-Back,right,195
440,Josh Bowler,16,Forest,,,
441,Steve Cook,16,Forest,,,
442,Danilo dos Santos de Oliveira,16,Forest,,,
443,Emmanuel Dennis,16,Forest,,,
444,Mohamed Dräger,16,Forest,,,
445,Felipe Augusto de Almeida Monteiro,16,Forest,,,
446,Remo Freuler,16,Forest,,,
447,Morgan Gibbs-White,16,Forest,Attacking Midfield,right,178
448,Wayne Hennessey,16,Forest,Goalkeeper,right,198
449,Ethan Horvath,16,Forest,,,
451,Cheikhou Kouyaté,16,Forest,Defensive Midfield,right,189
452,Richie Laryea,16,Forest,,,
453,Orel Mangala,16,Forest,,,
454,Loïc Mbe Soh,16,Forest,,,
455,Scott McKenna,16,Forest,,,
456,Alex Mighten,16,Forest,,,
457,Moussa Niakhaté,16,Forest,Centre-Back,left,190
458,Lewis O'Brien,16,Forest,,,
459,Braian Ojeda Rodríguez,16,Forest,,,
460,Jonathan Panzo,16,Forest,,,
461,Omar Richards,16,Forest,,,
462,Gustavo Henrique Furtado Scarpa,16,Forest,,,
463,Jonjo Shelvey,16,Forest,,,
464,Sam Surridge,16,Forest,,,
465,Harry Toffolo,16,Forest,Left-Back,left,183
466,Hwang Ui-jo,16,Forest,,,
467,Neco Williams,16,Forest,Right-Back,right,183
468,Chris Wood,16,Forest,Centre-Forward,right,191
469,Joe Worrall,16,Forest,,,
470,Ryan Yates,16,Forest,Central Midfield,right,190
604,Olu Aina,16,Forest,,,
636,George Shelvey,16,Forest,,,
637,Josh Powell,16,Forest,,,
679,Gonzalo Montiel,16,Forest,Right-Back,right,175
696,Murillo Santiago Costa dos Santos,16,Forest,,,
710,Odysseas Vlachodimos,16,Forest,Goalkeeper,right,191
711,Andrew Omobamidele,16,Forest,Centre-Back,right,188
712,Nicolás Domínguez,16,Forest,Central Midfield,right,179
713,Ibrahim Sangaré,16,Forest,Defensive Midfield,right,191
714,Divock Origi,16,Forest,Centre-Forward,right,189
27,Auston Trusty,17,Sheffield,Centre-Back,left,190
33,Cameron Archer,17,Sheffield,Centre-Forward,right,175
360,James McAtee,17,Sheffield,Central Midfield,left,180
471,Anel Ahmedhodžić,17,Sheffield,,,
472,Jordan Amissah,17,Sheffield,Goalkeeper,right,198
473,George Baldock,17,Sheffield,Right-Back,right,178
474,Chris Basham,17,Sheffield,Centre-Back,right,190
476,Jayden Bogle,17,Sheffield,Right-Back,right,178
477,Rhian Brewster,17,Sheffield,Centre-Forward,right,180
478,Ismaila Coulibaly,17,Sheffield,,,
479,Adam Davies,17,Sheffield,Goalkeeper,right,185
480,John Egan,17,Sheffield,Centre-Back,right,185
481,John Fleck,17,Sheffield,,,
482,Wes Foderingham,17,Sheffield,Goalkeeper,left,185
483,Daniel Jebbison,17,Sheffield,Centre-Forward,right,190
484,Max Lowe,17,Sheffield,Left-Back,left,175
485,Oliver McBurnie,17,Sheffield,,,
486,Iliman Ndiaye,17,Sheffield,,,
487,Rhys Norrington-Davies,17,Sheffield,Left-Back,left,181
488,Oliver Norwood,17,Sheffield,Central Midfield,right,175
489,Ben Osborn,17,Sheffield,Central Midfield,left,176
490,William Osula,17,Sheffield,Centre-Forward,right,186
576,Jack Robinson,17,Sheffield,Centre-Back,left,180
587,Anis Slimane,17,Sheffield,Central Midfield,both,188
592,Yasser Larouci,17,Sheffield,Left-Back,left,176
593,Bénie Traoré,17,Sheffield,,,
638,Vini de Souza Costa,17,Sheffield,,,
653,Femi Seriki,17,Sheffield,,,
654,Louie Marsh,17,Sheffield,,,
655,Andre Brooks,17,Sheffield,Central Midfield,left,180
656,Antwoine Hackford,17,Sheffield,,,
663,Gustavo Hamer,17,Sheffield,Defensive Midfield,right,169
666,Tom Davies,17,Sheffield,Central Midfield,right,180
693,Luke Thomas,18,Spurs,,,
450,Brennan Johnson,18,Spurs,Right Winger,right,186
491,Brandon Austin,18,Spurs,Goalkeeper,right,188
492,Rodrigo Bentancur,18,Spurs,Central Midfield,right,187
493,Yves Bissouma,18,Spurs,Central Midfield,right,182
494,Bryan Gil Salvatierra,18,Spurs,Right Winger,left,175
495,Ben Davies,18,Spurs,Left-Back,left,181
496,Eric Dier,18,Spurs,,,
497,Emerson Leite de Souza Junior,18,Spurs,,,
498,Fraser Forster,18,Spurs,Goalkeeper,right,201
499,Pierre-Emile Højbjerg,18,Spurs,Defensive Midfield,right,185
500,Harry Kane,18,Spurs,,,
501,Dejan Kulusevski,18,Spurs,Right Winger,left,186
502,Hugo Lloris,18,Spurs,,,
503,Giovani Lo Celso,18,Spurs,Attacking Midfield,left,177
504,James Maddison,18,Spurs,Attacking Midfield,right,175
505,Tanguy Ndombélé Alvaro,18,Spurs,,,
506,Pedro Porro,18,Spurs,Right-Back,right,173
507,Ivan Perišić,18,Spurs,,,
509,Richarlison de Andrade,18,Spurs,Centre-Forward,right,184
510,Joe Rodon,18,Spurs,,,
511,Cristian Romero,18,Spurs,Centre-Back,right,185
512,Davinson Sánchez,18,Spurs,,,
513,Pape Matar Sarr,18,Spurs,Central Midfield,right,184
514,Ryan Sessegnon,18,Spurs,Left Midfield,left,178
515,Oliver Skipp,18,Spurs,Defensive Midfield,right,175
516,Son Heung-min,18,Spurs,Left Winger,both,184
517,Djed Spence,18,Spurs,,,
518,Japhet Tanganga,18,Spurs,,,
519,Destiny Udogie,18,Spurs,Left-Back,left,188
520,Guglielmo Vicario,18,Spurs,Goalkeeper,right,194
521,Alfie Whiteman,18,Spurs,Goalkeeper,right,188
583,Manor Solomon,18,Spurs,Left Winger,right,170
639,Micky van de Ven,18,Spurs,Centre-Back,left,193
640,Dane Scarlett,18,Spurs,,,
641,Alejo Véliz,18,Spurs,,,
702,Ashley Phillips,18,Spurs,,,
522,Nayef Aguerd,19,West Ham,Centre-Back,left,190
523,Michail Antonio,19,West Ham,Centre-Forward,right,180
524,Alphonse Areola,19,West Ham,Goalkeeper,right,195
525,Saïd Benrahma,19,West Ham,,,
526,Jarrod Bowen,19,West Ham,Right Winger,left,175
527,Maxwel Cornet,19,West Ham,Left Winger,left,179
528,Vladimír Coufal,19,West Ham,Right-Back,right,174
529,Conor Coventry,19,West Ham,,,
530,Aaron Cresswell,19,West Ham,Left-Back,left,170
531,Flynn Downes,19,West Ham,,,
532,Emerson Palmieri dos Santos,19,West Ham,Left-Back,left,176
533,Lukasz Fabianski,19,West Ham,Goalkeeper,right,190
534,Pablo Fornals Malla,19,West Ham,,,
535,Danny Ings,19,West Ham,Centre-Forward,right,177
536,Ben Johnson,19,West Ham,Right-Back,right,184
537,Thilo Kehrer,19,West Ham,,,
538,Divin Mubama,19,West Ham,Centre-Forward,left,183
539,Lucas Tolentino Coelho de Lima,19,West Ham,,,
541,Gianluca Scamacca,19,West Ham,,,
542,Tomáš Souček,19,West Ham,Defensive Midfield,right,192
543,Nikola Vlašić,19,West Ham,,,
544,Kurt Zouma,19,West Ham,Centre-Back,right,190
577,Angelo Ogbonna,19,West Ham,Centre-Back,left,191
642,Edson Álvarez Velázquez,19,West Ham,Defensive Midfield,right,190
647,Joseph Anang,19,West Ham,Goalkeeper,right,190
664,James Ward-Prowse,19,West Ham,Central Midfield,right,177
676,Konstantinos Mavropanos,19,West Ham,Centre-Back,right,194
689,Mohammed Kudus,19,West Ham,Attacking Midfield,left,177
351,Tommy Doyle,20,Wolves,Central Midfield,right,172
545,Rayan Aït-Nouri,20,Wolves,Left-Back,left,180
546,Daniel Bentley,20,Wolves,Goalkeeper,,193
547,Bendegúz Bolla,20,Wolves,,,
548,Hugo Bueno López,20,Wolves,Left-Back,left,180
549,Francisco Jorge Tomás Oliveira,20,Wolves,,,
550,Luke Cundle,20,Wolves,,,
551,Craig Dawson,20,Wolves,Centre-Back,right,188
552,Fábio Silva,20,Wolves,,,
554,Gonçalo Manuel Ganchinho Guedes,20,Wolves,,,
555,Joe Hodge,20,Wolves,,,
556,Ki-Jana Hoever,20,Wolves,,,
557,Hwang Hee-chan,20,Wolves,Centre-Forward,right,177
559,João Victor Gomes da Silva,20,Wolves,Central Midfield,right,176
560,Jonathan Castro Otto,20,Wolves,,,
561,Bruno Cavaco Jordão,20,Wolves,,,
562,Sasa Kalajdzic,20,Wolves,,,
563,Max Kilman,20,Wolves,Centre-Back,left,194
564,Tom King,20,Wolves,Goalkeeper,right,194
565,Mario Lemina,20,Wolves,Defensive Midfield,right,184
567,Pedro Lomba Neto,20,Wolves,Right Winger,left,172
568,Daniel Castelo Podence,20,Wolves,,,
569,José Malheiro de Sá,20,Wolves,Goalkeeper,right,192
570,Pablo Sarabia,20,Wolves,Right Winger,left,174
571,Matija Šarkić,20,Wolves,,,
572,Nélson Cabral Semedo,20,Wolves,Right-Back,right,177
573,Toti António Gomes,20,Wolves,Centre-Back,left,187
574,Boubacar Traoré,20,Wolves,Defensive Midfield,right,183
590,Matheus Santos Carneiro Da Cunha,20,Wolves,Centre-Forward,right,183
598,Matt Doherty,20,Wolves,Right-Back,right,185
697,Santiago Bueno,20,Wolves,Centre-Back,right,190
698,Enso González,20,Wolves,Left Winger,left,169
704,Nathan Fraser,20,Wolves,,,
715,Jean-Ricner Bellegarde,20,Wolves,Central Midfield,right,172
